1,96,535.89,142.52,559.76,189.88,1,-1,-1,-1
1,95,547.61,143.43,569.38,189.87,1,-1,-1,-1
1,94,562.96,142.26,581.48,188.68,1,-1,-1,-1
1,93,474.85,145.29,545.17,327.6,1,-1,-1,-1
1,92,386.59,149.71,487.73,354.38,1,-1,-1,-1
2,94,561.05,142.99,578.95,188.02,1,-1,-1,-1
2,93,501.31,150.14,554.64,322.66,1,-1,-1,-1
2,92,392.87,150.85,496.24,355.4,1,-1,-1,-1
3,95,552.64,143.15,572.58,187.98,1,-1,-1,-1
3,93,510.49,145.68,569.53,328.64,1,-1,-1,-1
3,92,410.89,155.12,501.27,350.51,1,-1,-1,-1
4,93,515.93,141.39,580.32,339.3,1,-1,-1,-1
4,92,438.95,160.37,510.61,340.39,1,-1,-1,-1
5,93,526.22,137.25,598.6,346.72,1,-1,-1,-1
5,92,454.13,162.75,521.9,345.7,1,-1,-1,-1
6,93,531.92,139.28,610.59,352.81,1,-1,-1,-1
6,92,463.74,154.32,538.62,352.39,1,-1,-1,-1
7,93,536.89,141.06,617.78,354.88,1,-1,-1,-1
7,92,470.87,155.73,547.86,357.28,1,-1,-1,-1
8,93,555.24,142.57,627.04,349.45,1,-1,-1,-1
8,92,483.92,158.43,560.14,361.06,1,-1,-1,-1
9,93,570.71,142.54,638.11,347.29,1,-1,-1,-1
9,92,504.15,161.52,573.57,360.15,1,-1,-1,-1
10,98,496.07,145.43,519.35,196.03,1,-1,-1,-1
10,93,583.36,143.89,654.72,352.71,1,-1,-1,-1
10,92,521.61,158.43,591.05,360.72,1,-1,-1,-1
11,98,497.41,145.35,520.51,198.93,1,-1,-1,-1
11,93,598.19,143.21,671.19,352.65,1,-1,-1,-1
11,92,536.24,153.83,616.23,364.83,1,-1,-1,-1
12,100,518.24,140.29,537.88,190.89,1,-1,-1,-1
12,98,498.74,145.22,521.13,199.46,1,-1,-1,-1
12,93,612.97,145.08,688.94,357.88,1,-1,-1,-1
12,92,542.5,151.96,632.91,367.84,1,-1,-1,-1
13,100,517.21,140.6,537.38,194.81,1,-1,-1,-1
13,98,498.78,144.75,521.56,201.32,1,-1,-1,-1
13,93,625.2,146.19,697.88,359.29,1,-1,-1,-1
13,92,549.43,152.89,643.63,369.02,1,-1,-1,-1
14,98,501.61,144.42,524.74,202.36,1,-1,-1,-1
14,93,637.93,147.17,705.78,358.7,1,-1,-1,-1
14,92,566.05,151.23,657.21,368.33,1,-1,-1,-1
15,101,274.86,147.89,350.71,324.47,1,-1,-1,-1
15,98,503.94,144.65,527.3,203.1,1,-1,-1,-1
15,93,651.19,146.9,717.81,360.34,1,-1,-1,-1
15,92,588.31,151.52,673.11,366.99,1,-1,-1,-1
16,102,541.19,151.99,561.0,199.48,1,-1,-1,-1
16,101,288.04,146.54,361.9,324.84,1,-1,-1,-1
16,98,506.1,144.67,529.83,205.01,1,-1,-1,-1
16,93,660.46,146.2,731.95,364.36,1,-1,-1,-1
16,92,594.54,150.68,677.7,366.65,1,-1,-1,-1
17,104,467.0,142.66,486.16,185.66,1,-1,-1,-1
17,102,540.58,149.88,560.27,198.93,1,-1,-1,-1
17,101,299.32,142.39,372.03,322.34,1,-1,-1,-1
17,98,507.02,144.83,531.17,207.1,1,-1,-1,-1
17,93,670.96,146.16,747.72,366.35,1,-1,-1,-1
17,92,598.95,152.1,687.11,369.03,1,-1,-1,-1
18,104,464.02,141.87,482.87,184.54,1,-1,-1,-1
18,102,544.07,148.01,564.17,197.86,1,-1,-1,-1
18,101,315.41,141.88,393.16,325.53,1,-1,-1,-1
18,98,508.28,144.49,532.23,207.99,1,-1,-1,-1
18,93,679.8,144.56,760.3,367.54,1,-1,-1,-1
18,92,607.15,151.74,699.33,368.92,1,-1,-1,-1
19,104,461.25,142.19,478.39,182.46,1,-1,-1,-1
19,102,543.63,146.66,564.47,197.55,1,-1,-1,-1
19,101,324.79,141.34,410.86,328.87,1,-1,-1,-1
19,98,509.76,143.73,533.91,208.3,1,-1,-1,-1
19,93,695.19,144.82,772.86,367.03,1,-1,-1,-1
19,92,625.28,151.74,716.73,368.38,1,-1,-1,-1
20,107,266.79,169.36,334.08,343.29,1,-1,-1,-1
20,104,458.81,141.98,476.53,184.77,1,-1,-1,-1
20,102,540.39,145.26,562.9,199.81,1,-1,-1,-1
20,101,334.35,142.32,426.02,329.68,1,-1,-1,-1
20,98,510.5,141.89,535.07,208.35,1,-1,-1,-1
20,93,709.97,142.56,782.15,362.49,1,-1,-1,-1
20,92,649.83,150.95,737.16,366.84,1,-1,-1,-1
21,108,1080.29,133.86,1162.11,379.01,1,-1,-1,-1
21,107,277.68,152.87,348.48,337.96,1,-1,-1,-1
21,104,454.85,142.01,472.83,185.93,1,-1,-1,-1
21,102,541.36,145.86,563.48,199.13,1,-1,-1,-1
21,101,346.21,143.66,433.58,328.3,1,-1,-1,-1
21,98,512.39,139.93,536.24,206.44,1,-1,-1,-1
21,93,728.91,142.85,801.59,364.07,1,-1,-1,-1
21,92,669.41,148.06,756.43,366.65,1,-1,-1,-1
22,109,485.31,141.05,502.39,178.25,0,-1,-1,-1
22,108,1030.3,131.29,1133.34,385.45,0,-1,-1,-1
22,107,293.84,149.03,356.75,310.58,0,-1,-1,-1
22,104,450.2,143.14,469.86,191.56,0,-1,-1,-1
22,102,541.48,144.92,564.01,197.8,0,-1,-1,-1
22,101,361.41,151.12,446.78,329.96,0,-1,-1,-1
22,98,515.34,139.83,538.67,205.18,0,-1,-1,-1
22,93,744.92,142.45,820.25,365.9,0,-1,-1,-1
22,92,686.04,148.8,776.34,367.98,0,-1,-1,-1
23,109,487.36,141.01,506.47,179.82,0,-1,-1,-1
23,108,990.09,137.08,1108.86,386.08,0,-1,-1,-1
23,107,301.65,145.99,364.89,308.14,0,-1,-1,-1
23,104,443.49,142.03,466.72,195.39,0,-1,-1,-1
23,102,542.26,145.51,564.03,198.12,0,-1,-1,-1
23,101,378.71,151.28,464.05,328.68,0,-1,-1,-1
23,98,519.22,139.64,541.73,203.59,0,-1,-1,-1
23,93,761.69,142.73,842.16,366.25,0,-1,-1,-1
23,92,699.47,149.71,799.26,369.02,0,-1,-1,-1
24,108,955.43,141.4,1074.66,383.47,1,-1,-1,-1
24,107,313.97,142.58,385.04,324.56,1,-1,-1,-1
24,102,543.38,146.72,563.99,198.32,1,-1,-1,-1
24,101,395.23,152.91,479.18,329.12,1,-1,-1,-1
24,98,520.89,140.78,543.31,204.73,1,-1,-1,-1
24,93,777.43,142.88,856.0,366.99,1,-1,-1,-1
24,92,704.76,148.25,811.39,369.02,1,-1,-1,-1
25,113,502.95,140.1,520.75,176.75,1,-1,-1,-1
25,111,576.59,150.1,595.34,199.49,1,-1,-1,-1
25,108,932.15,143.29,1040.43,376.54,1,-1,-1,-1
25,107,322.43,145.55,396.37,335.42,1,-1,-1,-1
25,102,543.43,148.84,563.24,198.88,1,-1,-1,-1
25,101,400.81,164.23,487.38,333.93,1,-1,-1,-1
25,98,520.94,141.14,543.61,204.71,1,-1,-1,-1
25,93,792.03,142.37,866.54,366.51,1,-1,-1,-1
25,92,718.86,146.15,820.18,367.51,1,-1,-1,-1
26,113,502.18,139.92,521.13,177.53,1,-1,-1,-1
26,111,577.96,150.84,596.55,199.43,1,-1,-1,-1
26,108,911.98,142.94,1013.88,372.89,1,-1,-1,-1
26,107,334.82,148.47,412.36,342.7,1,-1,-1,-1
26,102,544.21,148.79,563.76,199.01,1,-1,-1,-1
26,101,416.31,157.98,501.91,331.13,1,-1,-1,-1
26,98,521.35,142.62,545.25,209.38,1,-1,-1,-1
26,93,807.7,140.31,881.15,366.39,1,-1,-1,-1
26,92,742.98,144.96,838.91,366.41,1,-1,-1,-1
27,113,500.31,139.02,520.1,175.98,1,-1,-1,-1
27,111,579.2,150.74,597.91,199.48,1,-1,-1,-1
27,108,880.85,146.3,994.13,376.42,1,-1,-1,-1
27,107,342.03,145.86,424.15,346.68,1,-1,-1,-1
27,101,433.92,152.5,513.78,328.13,1,-1,-1,-1
27,98,521.78,143.14,546.03,211.77,1,-1,-1,-1
27,93,828.21,139.96,906.49,364.94,1,-1,-1,-1
27,92,755.49,144.55,853.61,366.39,1,-1,-1,-1
28,113,499.52,138.95,520.99,177.33,1,-1,-1,-1
28,111,577.92,146.84,598.63,200.39,1,-1,-1,-1
28,108,864.13,146.17,982.91,374.89,1,-1,-1,-1
28,107,363.02,142.82,438.38,342.27,1,-1,-1,-1
28,101,448.71,149.68,525.01,329.24,1,-1,-1,-1
28,98,523.25,142.88,547.99,213.05,1,-1,-1,-1
28,93,839.08,147.36,917.56,369.37,1,-1,-1,-1
28,92,761.12,146.12,864.26,368.13,1,-1,-1,-1
29,113,493.03,139.77,515.51,180.01,1,-1,-1,-1
29,111,578.41,146.41,599.99,201.61,1,-1,-1,-1
29,108,843.97,144.25,958.31,372.62,1,-1,-1,-1
29,107,373.46,139.94,445.78,341.45,1,-1,-1,-1
29,101,457.61,157.11,544.29,336.85,1,-1,-1,-1
29,98,522.55,141.41,549.01,213.52,1,-1,-1,-1
29,92,770.18,146.94,877.24,369.37,1,-1,-1,-1
30,113,494.79,139.04,519.1,182.1,1,-1,-1,-1
30,111,578.81,147.78,600.95,202.85,1,-1,-1,-1
30,107,379.4,136.99,451.72,345.55,1,-1,-1,-1
30,101,466.92,160.38,558.1,339.1,1,-1,-1,-1
30,98,526.51,141.78,554.27,214.61,1,-1,-1,-1
30,92,796.91,146.3,900.05,367.48,1,-1,-1,-1
31,113,493.56,138.88,517.39,182.57,1,-1,-1,-1
